original_text,from,original_label,split_text
领导来了,故意岔开话题,109,领导 来 了
莉莉，咋是你呢？,故意岔开话题,109,莉莉   咋 是 你 呢 ？
丽丽，咋是你呢？,故意岔开话题,109,丽丽   咋 是 你 呢 ？
了解,故意岔开话题,109,了解
拉黑,故意岔开话题,109,拉黑
快涨工资,故意岔开话题,109,快 涨工资
快结束了,故意岔开话题,109,快 结束 了
看不到,故意岔开话题,109,看不到
开玩笑,故意岔开话题,109,开玩笑
开车了不知道,故意岔开话题,109,开车 了 不 知道
进传销了,故意岔开话题,109,进 传销 了
今天有点热,故意岔开话题,109,  有点 热
今天有点冷,故意岔开话题,109,  有点 冷
今天下雨了,故意岔开话题,109,  下雨 了
今天我很帅,故意岔开话题,109,  我 很帅
今天我还不了,故意岔开话题,109,  我 还 不了
今天外面居然下雨了,故意岔开话题,109,  外面 居然 下雨 了
今天天气真好,故意岔开话题,109,  天气 真 好
今天天气挺好,故意岔开话题,109,  天气 挺 好
今天天气很好,故意岔开话题,109,  天气 很 好
今天天气好爽哈哈,故意岔开话题,109,  天气 好爽 哈哈
今天天气好爽啊真的,故意岔开话题,109,  天气 好爽 啊 真的
今天天气好爽啊哈哈哈,故意岔开话题,109,  天气 好爽 啊 哈哈哈
今天天气好爽啊,故意岔开话题,109,  天气 好爽 啊
今天天气好爽,故意岔开话题,109,  天气 好爽
今天天气好好,故意岔开话题,109,  天气 好好
今天天气好的很,故意岔开话题,109,  天气 好 的 很
今天天气好差,故意岔开话题,109,  天气 好差
今天天气好棒,故意岔开话题,109,  天气 好棒
今天天气好安逸,故意岔开话题,109,  天气 好 安逸
今天天气好啊,故意岔开话题,109,  天气 好 啊
今天天气好,故意岔开话题,109,  天气 好
今天天气不好不想说话,故意岔开话题,109,  天气 不好 不想 说话
今天天气不错啊,故意岔开话题,109,  天气 不错 啊
今天天气不错,故意岔开话题,109,  天气 不错
今天天不错,故意岔开话题,109,  天 不错
今天是几号,故意岔开话题,109,  是 几号
今天热不热呀,故意岔开话题,109,  热不热 呀
今天几号啊,故意岔开话题,109,  几号 啊
今天风太大了,故意岔开话题,109,  风太大 了
今天出太阳了,故意岔开话题,109,  出 太阳 了
假的,故意岔开话题,109,假 的
家哪里的啊,故意岔开话题,109,家 哪里 的 啊
家里人可以还吧,故意岔开话题,109,家里人 可以 还 吧
记得吃饭,故意岔开话题,109,记得 吃饭
后天天气很好,故意岔开话题,109,  天气 很 好
嘿嘿,故意岔开话题,109,嘿嘿
呵呵呵呵,故意岔开话题,109,呵呵 呵呵
呵呵,故意岔开话题,109,呵呵
还有谁比我帅,故意岔开话题,109,还有 谁 比 我帅
还要什么自行车,故意岔开话题,109,还要 什么 自行车
哈哈哈哈哈你们真搞笑,故意岔开话题,109,哈哈哈 哈哈 你们 真 搞笑
哈哈哈,故意岔开话题,109,哈哈哈
哈哈,故意岔开话题,109,哈哈
刚吃过,故意岔开话题,109,刚 吃 过
多摆一盘？,故意岔开话题,109,多 摆 一盘 ？
赌博,故意岔开话题,109,赌博
地震了,故意岔开话题,109,地震 了
大家联系,故意岔开话题,109,大家 联系
大后天天气很好,故意岔开话题,109,  天气 很 好
大概吧,故意岔开话题,109,大概 吧
大概,故意岔开话题,109,大概
大大后天天气很好,故意岔开话题,109,大   天气 很 好
大大大后天天气很好,故意岔开话题,109,大大   天气 很 好
大大大大后天天气很好,故意岔开话题,109,大大 大   天气 很 好
打雷了,故意岔开话题,109,打雷 了
答非所问,故意岔开话题,109,答非所问
答对有奖励,故意岔开话题,109,答对 有 奖励
答案跟问题三一样的,故意岔开话题,109,答案 跟 问题 三 一样 的
吃了吗,故意岔开话题,109,吃 了 吗
吃了,故意岔开话题,109,吃 了
吃饭了没,故意岔开话题,109,吃饭 了 没
成都欢迎您,故意岔开话题,109,成都 欢迎您
查户口的啊,故意岔开话题,109,查户口 的 啊
不要急,故意岔开话题,109,不要 急
不要和你沟通,故意岔开话题,109,不要 和 你 沟通
不是本人，有病小医生,故意岔开话题,109,不是 本人   有病 小 医生
不认识填你名字电话,故意岔开话题,109,不 认识 填 你 名字 电话
不认识填你公司电话,故意岔开话题,109,不 认识 填 你 公司 电话
唉你好,故意岔开话题,109,唉 你好
哎呦前面有条狗,故意岔开话题,109,哎 呦 前面 有条 狗
啊啊啊我好冷,故意岔开话题,109,啊啊啊 我 好 冷
啊，五环，你比四环多一环,故意岔开话题,109,啊   五环   你 比 四环 多一环
啊，五环，你比六环少一环,故意岔开话题,109,啊   五环   你 比六环少 一环
天气不错,故意岔开话题,109,  天气 不错
这江山万里又何惧万里,故意岔开话题,109,这 江山 万里 又 何惧 万里
这大把好时光,故意岔开话题,109,这大 把 好时光
雨落的时候,故意岔开话题,109,雨落 的 时候
雨打了年华溜走,故意岔开话题,109,雨 打 了 年华 溜走
有一些思念,故意岔开话题,109,有 一些 思念
有一点惆怅,故意岔开话题,109,有 一点 惆怅
有些花香在指尖,故意岔开话题,109,有些 花香 在 指尖
有些风景在心间,故意岔开话题,109,有些 风景 在 心间
有钱人,故意岔开话题,109,有钱人
有多少往事,故意岔开话题,109,有 多少 往事
英格兰赢了,故意岔开话题,109,英格兰 赢 了
英格兰输了,故意岔开话题,109,英格兰 输 了
意大利赢了,故意岔开话题,109,意大利 赢 了
意大利输了,故意岔开话题,109,意大利 输 了
已成癫狂尚抽刀,故意岔开话题,109,已成 癫狂 尚 抽刀
已白头,故意岔开话题,109,已 白头
伊朗赢了,故意岔开话题,109,伊朗 赢 了
一下都没心情了,故意岔开话题,109,一下 都 没 心情 了
一上午的时间就浪费了,故意岔开话题,109,一上午 的 时间 就 浪费 了
一切别来无恙,故意岔开话题,109,一切 别来无恙
一亩地的收获顶不上一趟车票的价,故意岔开话题,109,一亩 地 的 收获 顶不上 一趟 车票 的 价
一壶好酒,故意岔开话题,109,一壶 好 酒
一次,故意岔开话题,109,一次
一边呆着,故意岔开话题,109,一边 呆 着
一杯敬朝阳，一环敬月光呢,故意岔开话题,109,一杯 敬 朝阳   一环敬 月光 呢
夜深人静,故意岔开话题,109,夜深人静
也要花蕊绽放,故意岔开话题,109,也 要 花蕊 绽放
也笑不信人间有白头,故意岔开话题,109,也 笑 不信 人间 有 白头
央行降准了,故意岔开话题,109,央行 降准 了
呀,故意岔开话题,109,呀
雪在融化,故意岔开话题,109,雪 在 融化
吁,故意岔开话题,109,吁
写得鬼火冒,故意岔开话题,109,写得 鬼火 冒
小生的花伞还落在你家,故意岔开话题,109,小生 的 花 伞 还 落 在 你家
想春风,故意岔开话题,109,想 春风
先来一首五环之歌吧,故意岔开话题,109,先 来 一首五 环之歌 吧
吓死恩,故意岔开话题,109,吓死 恩
西班牙赢了,故意岔开话题,109,西班牙 赢 了
西班牙输了,故意岔开话题,109,西班牙 输 了
无人问津廉颇几斗,故意岔开话题,109,无人问津 廉颇 几斗
我想要的是无话不说,故意岔开话题,109,我 想要 的 是 无话不说
我想请你看电影,故意岔开话题,109,我 想 请 你 看 电影
我想请你吃饭,故意岔开话题,109,我 想 请 你 吃饭
我想回家,故意岔开话题,109,我 想 回家
我想出去走一走，看看这个大世界哇,故意岔开话题,109,我 想 出去 走 一 走   看看 这个 大 世界 哇
我先问个问题呢,故意岔开话题,109,我先 问个问题 呢
我先唱一首歌吧,故意岔开话题,109,我 先唱 一首歌 吧
我是做贷款的，请问你需要吗,故意岔开话题,109,我 是 做 贷款 的   请问 你 需要 吗
我情不自禁会为你牵挂,故意岔开话题,109,我 情不自禁 会为 你 牵挂
我你都不认识啦？,故意岔开话题,109,我 你 都 不 认识 啦 ？
我们会赢,故意岔开话题,109,我们 会 赢
我浪迹天涯,故意岔开话题,109,我 浪迹天涯
我很亲切,故意岔开话题,109,我 很 亲切
我饿了,故意岔开话题,109,我 饿 了
为我泡杯花茶,故意岔开话题,109,为 我 泡杯 花茶
往昔觅封侯,故意岔开话题,109,往昔 觅 封侯
万军敌营等闲走,故意岔开话题,109,万军 敌营 等闲 走
晚上吃个饭嘛,故意岔开话题,109,晚上 吃个 饭 嘛
退阵杀敌,故意岔开话题,109,退阵 杀敌
透不过气来,故意岔开话题,109,透不过气 来
天在下雨,故意岔开话题,109,天在 下雨
天天吃饭,故意岔开话题,109,天天 吃饭
天太热了,故意岔开话题,109,天太热 了
天太热,故意岔开话题,109,天太热
天晴晴朗,故意岔开话题,109,天晴 晴朗
天晴了,故意岔开话题,109,天晴 了
天气怎样,故意岔开话题,109,天气 怎样
天气太热了,故意岔开话题,109,天气 太热 了
天气很好啊,故意岔开话题,109,天气 很 好 啊
天气很好,故意岔开话题,109,天气 很 好
天气好晴朗，去冲浪,故意岔开话题,109,天气 好 晴朗   去 冲浪
天气不错,故意岔开话题,109,天气 不错
天气,故意岔开话题,109,天气
天亮了再说话，现在天黑起的,故意岔开话题,109,天亮 了 再 说话   现在 天黑 起 的
天空飘来一朵云，这都不是事,故意岔开话题,109,天空 飘 来 一朵 云   这 都 不是 事
天空飘来一朵云，像匹马,故意岔开话题,109,天空 飘 来 一朵 云   像匹马
天空飘来一朵云，晴天霹雳啊,故意岔开话题,109,天空 飘 来 一朵 云   晴天霹雳 啊
天空飘来一朵云，暴风雨来了,故意岔开话题,109,天空 飘 来 一朵 云   暴风雨 来 了
天空飘来一朵云,故意岔开话题,109,天空 飘 来 一朵 云
天黑了，你也该下班了？改天再说。,故意岔开话题,109,天黑 了   你 也 该 下班 了 ？ 改天 再说 。
天好冷,故意岔开话题,109,天好 冷
太阳好大,故意岔开话题,109,太阳 好大
太甜了,故意岔开话题,109,太甜 了
算了，我可以请你吃饭,故意岔开话题,109,算了   我 可以 请 你 吃饭
说散就散,故意岔开话题,109,说散 就 散
睡莲静立水中央,故意岔开话题,109,睡莲 静立 水 中央
水胀满了,故意岔开话题,109,水 胀满 了
水在流淌,故意岔开话题,109,水在 流淌
谁在乎蝴蝶的匆忙,故意岔开话题,109,谁 在乎 蝴蝶 的 匆忙
树好高,故意岔开话题,109,树好 高
束裾投酒定杰豪,故意岔开话题,109,束裾 投酒定 杰豪
受伤了,故意岔开话题,109,受伤 了
收音机坏了,故意岔开话题,109,收音机 坏 了
收衣服了,故意岔开话题,109,收 衣服 了
收失地,故意岔开话题,109,收 失地
收人了,故意岔开话题,109,收人 了
是不是那个在敲代码的？,故意岔开话题,109,是不是 那个 在 敲 代码 的 ？
世界这么大，我想去看看没意思,故意岔开话题,109,世界 这么 大   我 想 去 看看 没意思
世界杯,故意岔开话题,109,世界杯
实在是,故意岔开话题,109,实在 是
尚能饭否,故意岔开话题,109,尚 能 饭否
闪电了，太危险了。挂了。,故意岔开话题,104,闪电 了   太 危险 了 。 挂 了 。
若一心一意,故意岔开话题,109,若 一心一意
瑞士赢了,故意岔开话题,109,瑞士 赢 了
瑞典赢了,故意岔开话题,109,瑞典 赢 了
日本赢了,故意岔开话题,109,日本 赢 了
人血馒头不好吃,故意岔开话题,109,人 血馒头 不 好吃
人太多了,故意岔开话题,109,人太多 了
人人都在闹,故意岔开话题,109,人人 都 在 闹
人都不好了,故意岔开话题,109,人 都 不好 了
却明争暗斗,故意岔开话题,109,却 明争暗斗
去不到终点，就回到原点哇,故意岔开话题,109,去 不到 终点   就 回到 原点 哇
去不到终点，就回到原点了,故意岔开话题,109,去 不到 终点   就 回到 原点 了
去不到终点，就回到原点哈哈哈,故意岔开话题,109,去 不到 终点   就 回到 原点 哈哈哈
去不到终点，就回到原点嗯,故意岔开话题,109,去 不到 终点   就 回到 原点 嗯
去不到终点，就回到原点阿,故意岔开话题,109,去 不到 终点   就 回到 原点 阿
秋月无边哇,故意岔开话题,109,秋月 无边 哇
秋月无边没意思,故意岔开话题,109,秋月 无边 没意思
秋月无边乎,故意岔开话题,109,秋月 无边 乎
秋月无边嗯,故意岔开话题,109,秋月 无边 嗯
情千变万化,故意岔开话题,109,情 千变万化
清风明月稻花香里蝉鸣声声,故意岔开话题,109,清风明月 稻 花香 里 蝉鸣声 声
钱钱钱，命相连了,故意岔开话题,109,钱 钱 钱   命 相连 了
钱钱都舍不得,故意岔开话题,109,钱 钱 都 舍不得
汽车还多啊,故意岔开话题,109,汽车 还 多 啊
气温已经到了34度，你们要注意保温,故意岔开话题,109,气温 已经 到 了 34 度   你们 要 注意 保温
气氛开始有一点尴尬,故意岔开话题,109,气氛 开始 有 一点 尴尬
起床了,故意岔开话题,109,起床 了
乞讨,故意岔开话题,109,乞讨
其他人的,故意岔开话题,109,其他人 的
葡萄牙赢了,故意岔开话题,109,葡萄牙 赢 了
葡萄牙输了,故意岔开话题,109,葡萄牙 输 了
偏安一隅而不思北收,故意岔开话题,109,偏安一隅 而 不思北收
牛逼,故意岔开话题,109,牛 逼
年少万兜鍪,故意岔开话题,109,年少 万 兜鍪
你在说书嘛,故意岔开话题,109,你 在 说书 嘛
你有药吗,故意岔开话题,109,你 有 药 吗
你有没有礼貌哟,故意岔开话题,109,你 有没有 礼貌 哟
你有没有爱上我,故意岔开话题,109,你 有没有 爱上 我
你要请我看电影吗,故意岔开话题,109,你 要 请 我 看 电影 吗
你喜欢刘德华不,故意岔开话题,109,你 喜欢 刘德华 不
你们最近看世界杯吗,故意岔开话题,109,你们 最近 看 世界杯 吗
你们一天可以打好多个这种电话,故意岔开话题,109,你们 一天 可以 打 好多个 这种 电话
你们一天工作好多小时,故意岔开话题,109,你们 一天 工作 好多 小时
你们一定饿了哇，还够嘛？再来一盘菜，先欠到。,故意岔开话题,109,你们 一定 饿 了 哇   还够 嘛 ？ 再 来 一盘菜   先欠 到 。
你们放贷有点赚钱哦，能不能分享下经验,故意岔开话题,109,你们 放贷 有点 赚钱 哦   能 不能 分享 下 经验
你美眷如花,故意岔开话题,109,你 美眷 如花
你没事吧,故意岔开话题,109,你 没事 吧
你看过侏罗纪世界吗,故意岔开话题,109,你 看过 侏罗纪 世界 吗
你就pause,故意岔开话题,109,你 就 pause
你会输,故意岔开话题,109,你会输
你好美,故意岔开话题,109,你好 美
你好坏,故意岔开话题,109,你好坏
你的背包，背到现在还没烂,故意岔开话题,109,你 的 背包   背 到 现在 还 没烂
你嘚瑟嘛,故意岔开话题,109,你 嘚 瑟 嘛
你打我孙，我打你爸,故意岔开话题,109,你 打 我 孙   我 打 你 爸
你吃饭没嘛,故意岔开话题,109,你 吃饭 没嘛
你吃饭了么,故意岔开话题,109,你 吃饭 了 么
你吃饱了吗,故意岔开话题,109,你 吃饱 了 吗
你测试下,故意岔开话题,109,你 测试 下
能请我看一场电影吗,故意岔开话题,109,能 请 我 看 一场 电影 吗
难回首,故意岔开话题,109,难 回首
墨西哥赢了,故意岔开话题,109,墨西哥 赢 了
明天出去玩,故意岔开话题,109,  出去玩
美芹心意,故意岔开话题,109,美芹 心意
没听他说过么～,故意岔开话题,109,没 听 他 说 过 么 ～
没毛病666,故意岔开话题,109,没 毛病 666
满满的月光,故意岔开话题,109,满满的 月光
麦子熟了,故意岔开话题,109,麦子 熟 了
马作的卢弓如霹雳征战沙场,故意岔开话题,109,马作 的 卢弓 如 霹雳 征战 沙场
六一儿童节快乐,故意岔开话题,109,六一 儿童节 快乐
凉风有信没意思,故意岔开话题,109,凉风 有信 没意思
来赋词几首,故意岔开话题,109,来 赋词 几首
啦啦啦,故意岔开话题,109,啦 啦 啦
啦啦,故意岔开话题,109,啦 啦
宽恕我的平凡了,故意岔开话题,109,宽恕 我 的 平凡 了
宽恕我的平凡哈哈哈,故意岔开话题,109,宽恕 我 的 平凡 哈哈哈
宽恕我的平凡哈,故意岔开话题,109,宽恕 我 的 平凡 哈
宽恕我的平凡啊,故意岔开话题,109,宽恕 我 的 平凡 啊
宽恕我的平凡阿,故意岔开话题,109,宽恕 我 的 平凡 阿
宽容宽容哈～,故意岔开话题,109,宽容 宽容 哈 ～
快收衣服了,故意岔开话题,109,快 收 衣服 了
空调好冷,故意岔开话题,109,空调 好 冷
空了打麻将哈,故意岔开话题,109,空 了 打麻将 哈
克罗地亚大败阿根廷,故意岔开话题,109,克罗地亚 大败 阿根廷
可以用其他东西抵押不,故意岔开话题,109,可以 用 其他 东西 抵押 不
可惜不是你,故意岔开话题,109,可惜 不是 你
可是一粒粮食是父母的希望啊,故意岔开话题,109,可是 一粒 粮食 是 父母 的 希望 啊
可能是我在做梦吧,故意岔开话题,109,可能 是 我 在 做梦 吧
可能啊,故意岔开话题,109,可能 啊
看燕来 看花艳,故意岔开话题,109,看燕 来看 花艳
看到到电视,故意岔开话题,109,看到 到 电视
看此生应是有志难酬,故意岔开话题,109,看 此生 应是 有志 难酬
看,故意岔开话题,106,看
竟如此融洽,故意岔开话题,109,竟 如此 融洽
今天中午没吃饭,故意岔开话题,109,  中午 没 吃饭
今天中午喝稀饭,故意岔开话题,109,  中午 喝 稀饭
今天真是好天气呀,故意岔开话题,109,  真是 好 天气 呀
今天早上没吃饭,故意岔开话题,109,  早上 没 吃饭
今天早上吃馒头,故意岔开话题,109,  早上 吃 馒头
今天有点热，你们有空调吗,故意岔开话题,109,  有点 热   你们 有 空调 吗
今天心情不好哈,故意岔开话题,109,  心情 不好 哈
今天晚上没吃饭,故意岔开话题,109,  晚上 没 吃饭
今天晚上不吃饭,故意岔开话题,109,  晚上 不 吃饭
今天天气真好也,故意岔开话题,109,  天气 真好 也
今天天气真好哈哈哈,故意岔开话题,109,  天气 真 好 哈哈哈
今天天气真好哈,故意岔开话题,109,  天气 真好 哈
今天天气真好阿,故意岔开话题,109,  天气 真好 阿
今天天气真好,故意岔开话题,109,  天气 真 好
今天天气很好者,故意岔开话题,109,  天气 很 好者
今天天气很好哇,故意岔开话题,109,  天气 很 好哇
今天天气很好没意思,故意岔开话题,109,  天气 很 好 没意思
今天天气很好哈哈哈,故意岔开话题,109,  天气 很 好 哈哈哈
今天天气很好哈,故意岔开话题,109,  天气 很 好 哈
今天天气很好嗯,故意岔开话题,109,  天气 很 好 嗯
今天天气很好吧,故意岔开话题,109,  天气 很 好 吧
今天天气很好阿,故意岔开话题,109,  天气 很 好 阿
今天天气很好，没意思,故意岔开话题,109,  天气 很 好   没意思
今天天气很好,故意岔开话题,109,  天气 很 好
今天天气好晴朗，处处好风光,故意岔开话题,109,  天气 好 晴朗   处处 好 风光
今天天气好,故意岔开话题,109,  天气 好
今天天气不错,故意岔开话题,109,  天气 不错
今天天公不作美，郁闷,故意岔开话题,109,  天公不作美   郁闷
今天天公不作美，心情不好,故意岔开话题,109,  天公不作美   心情 不好
今天天公不作美，唉,故意岔开话题,109,  天公不作美   唉
今天天公不作美,故意岔开话题,109,  天公不作美
今天风大哈～,故意岔开话题,109,  风大哈 ～
今天出去吃,故意岔开话题,109,  出去 吃
今天不吃饭,故意岔开话题,109,  不 吃饭
今生无缘，来世再见,故意岔开话题,109,今生 无缘   来世 再见
借楚天千里清秋,故意岔开话题,109,借楚天 千里 清秋
捡破烂,故意岔开话题,109,捡破烂
驾一叶扁舟,故意岔开话题,109,驾 一叶扁舟
记得冲水费,故意岔开话题,109,记得 冲 水费
几多浓烈的相思,故意岔开话题,109,几多 浓烈 的 相思
即便这功劳尽舍弃,故意岔开话题,109,即便 这 功劳 尽 舍弃
会不会惊扰梦乡,故意岔开话题,109,会 不会 惊扰 梦乡
会不会改变模样,故意岔开话题,109,会 不会 改变 模样
回忆总想哭，一个人太孤独呢,故意岔开话题,109,回忆 总想 哭   一个 人太 孤独 呢
唤取红巾翠袖,故意岔开话题,109,唤取 红巾 翠袖
划落的万千情丝,故意岔开话题,109,划落 的 万千 情丝
花儿、花儿、慢慢落下,故意岔开话题,109,花儿 、 花儿 、 慢慢 落下
荷兰输了,故意岔开话题,109,荷兰 输 了
好漂亮,故意岔开话题,109,好 漂亮
好牌,故意岔开话题,109,好牌
好美丽,故意岔开话题,109,好 美丽
韩国赢了,故意岔开话题,109,韩国 赢 了
害怕这美丽的瞬间遗忘,故意岔开话题,109,害怕 这 美丽 的 瞬间 遗忘
过来坐下不嘛,故意岔开话题,109,过来 坐下 不嘛
过来喝茶哈,故意岔开话题,109,过来 喝茶 哈
官人进来坐坐好吗,故意岔开话题,109,官人 进来 坐坐 好 吗
股民朋友吗,故意岔开话题,109,股民 朋友 吗
哏哏,故意岔开话题,109,哏 哏
跟着我摇摆,故意岔开话题,109,跟着 我 摇摆
跟你去到遥远的梦里,故意岔开话题,109,跟 你 去 到 遥远 的 梦里
哥在不,故意岔开话题,109,哥 在 不
哥们儿，吃午饭没,故意岔开话题,109,哥们儿   吃 午饭 没
干你们这行工资高不,故意岔开话题,109,干 你们 这 行 工资 高 不
父母的干劲儿会一年更比一年大,故意岔开话题,109,父母 的 干劲儿 会 一年 更 比 一年 大
风吹雨打愿山河依旧,故意岔开话题,109,风吹雨打 愿 山河 依旧
丰年意,故意岔开话题,109,丰年 意
法国赢了,故意岔开话题,109,法国 赢 了
法国输了,故意岔开话题,109,法国 输 了
昨天我订的那只兔子快点给我送过来,故意岔开话题,109,昨天 我订 的 那 只 兔子 快点 给 我 送过来
昨天的彩票没有中，今天继续买,故意岔开话题,109,昨天 的 彩票 没有 中     继续 买
醉里挑灯吹角连营梦里依稀,故意岔开话题,109,醉里 挑灯 吹角连营 梦里 依稀
走起，出去耍,故意岔开话题,109,走 起   出去 耍
注意身体,故意岔开话题,109,注意 身体
终于完了,故意岔开话题,109,终于 完 了
中国主权,故意岔开话题,109,中国 主权
智利赢了,故意岔开话题,109,智利 赢 了
栀子花吐着芳香,故意岔开话题,109,栀子花 吐 着 芳香
真好,故意岔开话题,106,真 好
这雨真大,故意岔开话题,109,这雨 真大
独自品尝,故意岔开话题,109,独自 品尝
电脑好卡,故意岔开话题,109,电脑 好卡
德国赢球了,故意岔开话题,109,德国 赢球 了
德国赢了,故意岔开话题,109,德国 赢 了
德国输了,故意岔开话题,109,德国 输 了
德国,故意岔开话题,109,德国
但为康乐解酒刨,故意岔开话题,109,但 为 康乐 解酒 刨
打雷了哇？,故意岔开话题,109,打雷 了 哇 ？
打雷了,故意岔开话题,109,打雷 了
打豆豆了,故意岔开话题,109,打 豆豆 了
打滴,故意岔开话题,109,打滴
答案想得头疼,故意岔开话题,109,答案 想得 头疼
春暖花开,故意岔开话题,109,春暖花开
触动我的,故意岔开话题,109,触动 我 的
出太阳了,故意岔开话题,109,出 太阳 了
出门独占车马道,故意岔开话题,109,出门 独占 车马 道
趁着夜还未央,故意岔开话题,109,趁着 夜 还 未央
侧酒自倾上重霄,故意岔开话题,109,侧酒 自倾上 重霄
草好绿,故意岔开话题,109,草好 绿
不用干活你也没时间回家吗,故意岔开话题,109,不用 干活 你 也 没 时间 回家 吗
不思量有多少遗憾,故意岔开话题,109,不 思量 有 多少 遗憾
不好不坏,故意岔开话题,109,不好不坏
不得哦，今天不得下雨哦，太阳大得很。,故意岔开话题,109,不得 哦     不得 下雨 哦   太阳 大得 很 。
不打错电话了哇,故意岔开话题,109,不 打错 电话 了 哇
冰岛会赢,故意岔开话题,109,冰岛 会 赢
别扶我,故意岔开话题,109,别 扶 我
比利时输了,故意岔开话题,109,比利时 输 了
保护自己,故意岔开话题,109,保护 自己
把你印上我的翅膀,故意岔开话题,109,把 你 印上 我 的 翅膀
巴西赢了,故意岔开话题,109,巴西 赢 了
巴西输了,故意岔开话题,109,巴西 输 了
爱上层楼 天凉又难道是秋,故意岔开话题,109,爱 上层 楼天凉 又 难道 是 秋
爱了月光,故意岔开话题,109,爱 了 月光
爱春雨,故意岔开话题,109,爱 春雨
埃及输了,故意岔开话题,109,埃及 输 了
啊，五环，你不四环多一环,故意岔开话题,109,啊   五环   你 不 四环 多一环
啊，五环，你不六环少一环,故意岔开话题,109,啊   五环   你 不六环少 一环
阿斯顿撒,故意岔开话题,109,阿斯顿 撒
阿拉小得了,故意岔开话题,109,阿拉 小得 了
阿根廷赢了,故意岔开话题,109,阿根廷 赢 了
阿根廷进球了,故意岔开话题,109,阿根廷 进球 了
阿根廷出局了,故意岔开话题,109,阿根廷 出局 了
阿大,故意岔开话题,109,阿大
醉里登高却不见吴钩,故意岔开话题,109,  醉里 登高 却 不见 吴钩
只要你能在地头儿转转不用说个啥,故意岔开话题,109,  只要 你 能 在 地 头儿 转转 不用说 个 啥
约定好、约定好,故意岔开话题,109,  约定 好 、 约定 好
欲说还休  依稀新词强说愁,故意岔开话题,109,  欲说还休   依稀 新词 强说 愁
欲举目神州  一片南雁北走,故意岔开话题,109,  欲 举目 神州   一片 南 雁北 走
要分离、要分离,故意岔开话题,109,  要 分离 、 要 分离
小溪向东去,故意岔开话题,109,  小溪 向东 去
抢五月的时候有你的身影吗,故意岔开话题,109,  抢 五月 的 时候 有 你 的 身影 吗
料峭清风正轻奏   伊人瘦,故意岔开话题,109,  料峭 清风 正 轻奏   伊人 瘦
看到、看到、最高的云里,故意岔开话题,109,  看到 、 看到 、 最高 的 云里
看不尽江水东流,故意岔开话题,109,  看 不尽 江水 东流
几多离愁  花间朦胧把酒,故意岔开话题,109,  几多 离愁   花间 朦胧 把酒
还有那满满的心意,故意岔开话题,109,  还有 那 满满的 心意
大雁飞过去,故意岔开话题,109,  大雁 飞过去
你等下发个信息给我,请求等下打来,104,你 等 下发 个 信息 给 我
什么事？,请求重复,101,什么 事 ？
麻烦给我发个短信呢,其它通讯方式,105,麻烦 给我发 个 短信 呢
我们微信聊,其它通讯方式,105,我们 微信 聊
你有微信不？,其它通讯方式,105,你 有 微信 不 ？
加我微信吧,其它通讯方式,105,加 我 微信 吧
加微信吧,其它通讯方式,105,加微信 吧
加我微信,其它通讯方式,105,加 我 微信
我们见面仔细聊吧,其它通讯方式,105,我们 见面 仔细 聊 吧
发我邮箱,其它通讯方式,105,发 我 邮箱
加我Q,其它通讯方式,105,加 我 Q
你给我发到邮箱吧,其它通讯方式,105,你 给我发 到 邮箱 吧
加我qq,其它通讯方式,105,加 我 qq
不太方便，要不你加我 QQ 吧,其它通讯方式,105,不太 方便   要 不 你 加 我 QQ 吧
你有没有叮叮,其它通讯方式,109,你 有没有 叮叮
你好久空，我们面谈,其它通讯方式,105,你 好久 空   我们 面谈
你加我微信吧,其它通讯方式,105,你加 我 微信 吧
电话不方便得，价格微信说。,其它通讯方式,105,电话 不 方便 得   价格 微信 说 。
你把详情发我短信,其它通讯方式,105,你 把 详情 发 我 短信
你给我你的私人电话吧，我待会打给你聊,其它通讯方式,104,你 给 我 你 的 私人 电话 吧   我待会 打 给 你 聊
你给我发个短信,其它通讯方式,105,你 给我发 个 短信
加我QQ吧,其它通讯方式,105,加 我 QQ 吧
我们面谈吧,其它通讯方式,105,我们 面谈 吧
加我微,其它通讯方式,105,加 我 微
你把详细情况给我发到微信上吧,其它通讯方式,105,你 把 详细情况 给我发 到 微信 上 吧
你有微信么,其它通讯方式,105,你 有 微信 么
不太方便，要不你加我微信吧,其它通讯方式,105,不太 方便   要 不 你 加 我 微信 吧
Telegram好不好,其它通讯方式,105,Telegram 好不好
微信说,其它通讯方式,105,微信 说
还不起你又能把我怎样,其它通讯方式,109,还 不起 你 又 能 把 我 怎样
你加我QQ吧,其它通讯方式,105,你加 我 QQ 吧
咋们微信上说吧。,其它通讯方式,105,咋们 微信 上 说 吧 。
发我短信,其它通讯方式,105,发 我 短信
你打我另外这个电话，我们聊,其它通讯方式,105,你 打 我 另外 这个 电话   我们 聊
你有QQ不,其它通讯方式,105,你 有 QQ 不
加我飞信吧,其它通讯方式,105,加 我 飞信 吧
给我打短信,其它通讯方式,105,给 我 打 短信
加我谈谈,其它通讯方式,105,加 我 谈谈
我现在很忙，我们微信聊吧,其它通讯方式,105,我 现在 很 忙   我们 微信 聊 吧
加我企鹅号,其它通讯方式,105,加 我 企鹅 号
打我电话嘛,其它通讯方式,105,打 我 电话 嘛
加我微信，发给我,其它通讯方式,105,加 我 微信   发给 我
