文本,类别,CutDebt,IDClassifier,IfKnowDebtor,Installment,ConfirmLoan,WillingToPay
神经,故意岔开话题,0,0,0,0,0,0
神经病,故意岔开话题,0,0,0,0,0,0
神经病阿,故意岔开话题,0,0,0,0,0,0
神经病哈,故意岔开话题,0,0,0,0,0,0
神经病了,故意岔开话题,0,0,0,0,0,0
神经病没意思,故意岔开话题,0,0,0,0,0,0
神经病哇,故意岔开话题,0,0,0,0,0,0
神经病我不差钱,故意岔开话题,0,0,0,0,0,0
是不是跟你有关系,故意岔开话题,0,0,0,0,0,0
是不是关你什么事？,故意岔开话题,0,0,0,0,0,0
是不是管你什么事,故意岔开话题,0,0,0,0,0,0
是不是和你有关系吗,故意岔开话题,0,0,0,0,0,0
是不是和你有毛关系？,故意岔开话题,0,0,0,0,0,0
是不是或者认识不认识和你有什么关系,故意岔开话题,0,0,0,0,0,0
是又怎么样不又怎么样,故意岔开话题,0,0,0,0,0,0
是又怎样，不是又怎样？,故意岔开话题,0,0,0,0,0,0
是与不是，你打电话干嘛,故意岔开话题,0,1,1,0,0,0
谁知道认识不认识,故意岔开话题,0,0,1,0,0,0
说过多少遍了,故意岔开话题,0,0,0,0,0,0
说实话，听到你声音就想打你一顿，太难听,故意岔开话题,0,0,0,0,0,0
死得帮翠,故意岔开话题,0,0,0,0,0,0
死开,故意岔开话题,0,0,0,0,0,0
死翘翘,故意岔开话题,0,0,0,0,0,0
为什么告诉你,故意岔开话题,0,1,1,0,0,0
为什么要告诉你,故意岔开话题,0,1,1,0,0,0
我报警,故意岔开话题,0,1,1,0,0,0
我报警了,故意岔开话题,0,1,1,0,0,0
我不给你说,故意岔开话题,0,0,0,0,0,0
我不说,故意岔开话题,0,0,0,0,0,0
我不听,故意岔开话题,0,0,0,0,0,0
我不想和你说话，和你说话都是在浪费表情,故意岔开话题,0,0,0,0,0,0
我不想回答,故意岔开话题,0,0,0,0,0,0
我不想回答你,故意岔开话题,0,0,0,0,0,0
我不想回答你的问题,故意岔开话题,0,0,0,0,0,0
我不想说,故意岔开话题,0,0,0,0,0,0
我不想说话,故意岔开话题,0,0,0,0,0,0
我不想说话，不要烦我,故意岔开话题,0,0,0,0,0,0
我不愿意告诉你,故意岔开话题,0,0,0,0,0,0
我艹你妈,故意岔开话题,0,0,0,0,0,0
我草,故意岔开话题,0,0,0,0,0,0
我都无语了,故意岔开话题,0,0,0,0,0,0
再打就报警了,故意岔开话题,0,1,1,0,0,0
我在等结账,故意岔开话题,0,0,0,0,1,0
孩子在医院,故意岔开话题,0,0,0,0,1,0
我之前进去了,故意岔开话题,0,0,0,0,1,0
处理不了我先还别家了！,故意岔开话题,1,0,0,1,1,1
好人一生平安,故意岔开话题,0,0,0,0,0,0
从监狱刚出来的,故意岔开话题,0,0,0,0,1,0
多来点啥。,故意岔开话题,0,0,0,0,0,0
本金,故意岔开话题,1,0,0,1,1,1
在体现,故意岔开话题,0,0,0,0,0,0
漂亮,故意岔开话题,0,0,0,0,0,0
你咬我,故意岔开话题,0,0,0,0,0,0
好人有好报,故意岔开话题,1,0,0,1,0,0
你真是一个好人,故意岔开话题,1,0,0,1,0,0
孩子要读书,故意岔开话题,0,0,0,0,1,0
很紧张,故意岔开话题,0,0,0,0,1,0
我求求,故意岔开话题,0,0,0,0,0,0
利息都能免,故意岔开话题,1,0,0,0,0,0
快点来，都快收不了啦,故意岔开话题,0,0,0,0,0,0
高抬贵手,故意岔开话题,0,0,0,0,0,0
你是看不起我吗，还给我减免,故意岔开话题,0,0,0,0,0,0
哦哦，我看一下app,故意岔开话题,0,0,0,0,1,0
你找我也没用,故意岔开话题,0,1,1,0,1,0
言没钱,故意岔开话题,1,0,0,1,1,1
2小时之内,故意岔开话题,1,0,0,1,0,1
不要保险,故意岔开话题,0,0,0,0,0,0
哎,故意岔开话题,0,0,0,0,0,0
唉呀,故意岔开话题,0,0,0,0,0,0
在打就不接,故意岔开话题,0,1,1,0,0,0
明天没钱,故意岔开话题,1,0,0,1,0,1
我讲了多少次,故意岔开话题,0,0,0,0,0,0
好多人啊,故意岔开话题,0,0,0,0,0,0
没明白,请求重复,0,0,0,0,1,0
疯了,故意岔开话题,0,0,0,0,0,0
这边是公安局办公电话,故意岔开话题,0,0,0,0,0,0
刚用新号,故意岔开话题,0,1,1,0,0,0
你不要给讲这些东西,故意岔开话题,1,0,0,1,1,1
找到给你发红包,故意岔开话题,0,0,0,0,0,0
不确定是不是你说的,故意岔开话题,0,0,1,0,0,0
你是不是有病,故意岔开话题,0,0,0,0,0,0
你一天要打多少边？,故意岔开话题,0,0,1,0,0,0
想想哦,故意岔开话题,1,0,0,1,1,1
我想一想,故意岔开话题,1,0,0,1,1,1
这手机是我捡的,故意岔开话题,0,1,1,0,0,0
这个号码我才换的,故意岔开话题,0,1,1,0,0,0
朋友都接了,故意岔开话题,0,0,0,0,0,0
再逼我，老子就还了,故意岔开话题,1,0,0,1,0,1
尽量快点,故意岔开话题,1,0,0,1,1,1
我生病了,故意岔开话题,0,0,0,0,1,0
家里人都联系不到,故意岔开话题,0,0,0,0,1,0
给你发点红包,故意岔开话题,0,0,0,0,0,0
身份证挂失还没拿来,故意岔开话题,0,0,0,0,1,0
小妹，帮帮忙楼,故意岔开话题,0,0,0,0,0,0
对公还款,故意岔开话题,1,0,0,1,0,1
我刚在看守所出来,故意岔开话题,0,0,0,0,1,0
我身份证银行卡都丢了,故意岔开话题,0,0,0,0,1,0
我吃了,故意岔开话题,0,0,0,0,0,0
你不是已经说过了吗肯定会还的,故意岔开话题,1,0,0,1,1,1
帅哥，帮帮忙楼,故意岔开话题,0,0,0,0,0,0
在办理离婚手续,请求等下打来,1,0,0,1,1,1
在办理离婚手续,故意岔开话题,0,1,1,0,1,0
我从拘留所刚出来,故意岔开话题,0,0,0,0,1,0
快活不下去了,故意岔开话题,0,0,0,0,1,0
昨天抢银行没成功,故意岔开话题,0,0,0,0,0,0
我在住院,故意岔开话题,0,0,0,0,1,0
朋友说借我,故意岔开话题,1,0,0,1,1,1
别人借我钱,故意岔开话题,1,0,0,1,1,1
哥是土豪，不差钱,故意岔开话题,1,0,0,1,0,1
我现在两手空空,故意岔开话题,1,0,0,1,0,1
哥不差钱,故意岔开话题,1,0,0,1,0,1
偷吗,故意岔开话题,1,0,0,1,1,1
我的七大姑八大姨天天追债，我已经山穷水尽了,故意岔开话题,1,0,0,1,1,1
我不差钱,故意岔开话题,1,0,0,1,0,1
已经有人联系过我了,故意岔开话题,0,1,1,0,0,0
你看我应该拿衣服还是裤子去抵押,故意岔开话题,1,0,0,1,1,1
已经好几天没吃饭了,故意岔开话题,1,0,0,1,1,1
忘记了,故意岔开话题,0,0,0,0,1,0
都是骗你的,故意岔开话题,0,0,0,0,0,0
在领工资,故意岔开话题,1,0,0,1,1,1
我不懂,故意岔开话题,0,0,0,0,1,0
我前一顿时间出车祸了,故意岔开话题,0,0,0,0,1,0
不是说了吗,故意岔开话题,0,0,0,0,1,0
你们干嘛给我爸联系,故意岔开话题,0,0,1,0,0,0
视屏吧，我看看你长啥样,故意岔开话题,0,0,0,0,0,0
混不起走了,故意岔开话题,0,0,0,0,0,0
他坐牢了,故意岔开话题,0,1,1,0,0,0
之前手机号不用了,故意岔开话题,0,1,1,0,0,0
万籁俱寂,故意岔开话题,0,0,0,0,0,0
回不去,故意岔开话题,0,0,0,0,1,0
套股票里了,故意岔开话题,0,0,0,0,1,0
你说拨打的用户，他人呢,故意岔开话题,0,0,0,0,0,0
老板跑了,故意岔开话题,0,0,0,0,1,0
我刚从拘留所出来,故意岔开话题,0,0,0,0,1,0
确认负责人,故意岔开话题,0,0,0,0,0,0
刚从牢里出来,故意岔开话题,0,0,0,0,1,0
你说拨打的用户，已经裸奔出服务区,故意岔开话题,0,0,0,0,0,0
之前有人骚扰，道歉就还,故意岔开话题,1,0,0,1,1,1
上个工作人员骂人,故意岔开话题,0,0,0,0,1,0
我在医院我母亲生病,故意岔开话题,0,0,0,0,1,0
我在新疆没回家,故意岔开话题,0,0,0,0,0,0
土豪,故意岔开话题,0,0,0,0,0,0
为什么骚扰我家人,故意岔开话题,0,0,1,0,0,0
我的银行卡被冻结了,故意岔开话题,1,0,0,1,1,1
我忘记了没处理！,故意岔开话题,0,0,0,0,1,0
我之前被抓了,故意岔开话题,0,0,0,0,1,0
你说拨打的用户，正在裸奔,故意岔开话题,0,0,0,0,0,0
放狗咬你,故意岔开话题,0,0,0,0,0,0
之前联系我的骂我了,故意岔开话题,0,1,1,0,0,0
我忘了,故意岔开话题,0,0,0,0,1,0
公司倒闭,故意岔开话题,0,0,0,0,1,0
逾期多久了,故意岔开话题,1,0,0,1,1,1
被人坑,故意岔开话题,0,0,0,0,1,0
哎呀，我忘了,故意岔开话题,0,0,0,0,1,0
我不知道朋友钱给不给我,故意岔开话题,1,0,0,1,0,1
父母生病了，花了好多钱,故意岔开话题,0,0,0,0,1,0
你嗯呢给我道歉,故意岔开话题,0,0,0,0,0,0
进监狱了,故意岔开话题,0,1,1,0,1,0
诚意,故意岔开话题,0,0,0,0,0,0
你最近遇到什么事情了,故意岔开话题,0,0,0,0,0,0
在打官司,故意岔开话题,0,0,0,0,1,0
等他还了我就还,故意岔开话题,1,0,0,1,1,1
坐牢刚出来,故意岔开话题,0,0,0,0,1,0
家人生病,故意岔开话题,0,0,0,0,1,0
,,,,,,,
,,,,,,,
