文本,类别,Idclassfier,ifknowdebtor,causedebt,willingtopay,cutdebt,installation,setdueday,对策
等他来我让他联系你,承认是别人身份,0,0,1,1,1,1,1,willingtopay
吃饭的时候见过一面,承认是别人身份,0,0,1,1,1,1,1,willingtopay
不好意思。我是他姐姐，,承认是别人身份,0,0,1,1,1,1,1,
自己找他,不愿配合,0,0,0,0,0,0,0,强硬施压
自己找他,不愿配合,0,0,0,0,0,0,0,强硬施压
自己找,不愿配合,0,0,0,0,0,0,0,强硬施压
自己想,不愿配合,0,0,0,0,0,0,0,强硬施压
自己去营业厅查,不愿配合,0,0,0,0,0,0,0,强硬施压
自己去查,不愿配合,0,0,0,0,0,0,0,强硬施压
转告不了,不愿配合,0,0,0,0,0,0,0,强硬施压
直接挂断,不愿配合,0,0,0,0,0,0,0,强硬施压
直接挂！,不愿配合,0,0,0,0,0,0,0,强硬施压
直接挂,不愿配合,0,0,0,0,0,0,0,强硬施压
这个我也不清楚！,不愿配合,0,0,0,0,0,0,0,强硬施压
这个和你有关系吗？,不愿配合,0,0,0,0,0,0,0,强硬施压
这个保证不了,不愿配合,0,0,0,0,0,0,0,强硬施压
找警察问,不愿配合,0,0,0,0,0,0,0,强硬施压
找警察,不愿配合,0,0,0,0,0,0,0,强硬施压
找借口,不愿配合,0,0,0,0,0,0,0,强硬施压
再见,不愿配合,0,0,0,0,0,0,0,强硬施压
与我有关系吗,不愿配合,0,0,0,0,0,0,0,强硬施压
我在睡觉别烦我,不愿配合,0,0,0,0,0,0,0,强硬施压
我愿意认识就认识，不愿意就不认识,不愿配合,0,0,0,0,0,0,0,强硬施压
我应该认识他吗,不愿配合,0,0,0,0,0,0,0,强硬施压
我也在找呢,不愿配合,0,0,0,0,0,0,0,强硬施压
我现在不想说话,不愿配合,0,0,0,0,0,0,0,强硬施压
我是你大爷,不愿配合,0,0,0,0,0,0,0,强硬施压
我是不是和你有关系么,不愿配合,0,0,0,0,0,0,0,强硬施压
我是不是管你什么事,不愿配合,0,0,0,0,0,0,0,强硬施压
我是不是关你什么事情,不愿配合,0,0,0,0,0,0,0,强硬施压
我是不是关你何事？,不愿配合,0,0,0,0,0,0,0,强硬施压
我没有义务告知你,不愿配合,0,0,0,0,0,0,0,强硬施压
我就是不告诉你,不愿配合,0,0,0,0,0,0,0,强硬施压
我和你之间没发交流,不愿配合,0,0,0,0,0,0,0,强硬施压
我不愿意告诉你,不愿配合,0,0,0,0,0,0,0,强硬施压
我不想说话,不愿配合,0,0,0,0,0,0,0,强硬施压
我不想回答,不愿配合,0,0,0,0,0,0,0,强硬施压
我不给你说,不愿配合,0,0,0,0,0,0,0,强硬施压
是与不是，你打电话干嘛,不愿配合,0,0,0,0,0,0,0,强硬施压
是又怎样，不是又怎样？,不愿配合,0,0,0,0,0,0,0,强硬施压
是又怎么样不又怎么样,不愿配合,0,0,0,0,0,0,0,强硬施压
是不是和你有关系吗,不愿配合,0,0,0,0,0,0,0,强硬施压
是不是管你什么事,不愿配合,0,0,0,0,0,0,0,强硬施压
是不是关你什么事？,不愿配合,0,0,0,0,0,0,0,强硬施压
是不是跟你有关系,不愿配合,0,0,0,0,0,0,0,强硬施压
认识怎么样不认识又怎么样,不愿配合,0,0,0,0,0,0,0,强硬施压
认不认识和你有毛关系,不愿配合,0,0,0,0,0,0,0,强硬施压
认不认识管你什么事,不愿配合,0,0,0,0,0,0,0,强硬施压
凭什么回答你,不愿配合,0,0,0,0,0,0,0,强硬施压
你自己去找,不愿配合,0,0,0,0,0,0,0,强硬施压
你自己联系他,不愿配合,0,0,0,0,0,0,0,强硬施压
你找张三打我电话干嘛,不愿配合,0,0,0,0,0,0,0,强硬施压
你找我没用啊,不愿配合,0,0,0,0,0,0,0,强硬施压
你问这个问题是不是弱智,不愿配合,0,0,0,0,0,0,0,强硬施压
你问我我怎么知道,不愿配合,0,0,0,0,0,0,0,强硬施压
你说我是谁,不愿配合,0,0,0,0,0,0,0,强硬施压
你说我是还是不是呢,不愿配合,0,0,0,0,0,0,0,强硬施压
你认为呢,不愿配合,0,0,0,0,0,0,0,强硬施压
你认识他吗？,不愿配合,0,0,0,0,0,0,0,强硬施压
你认识他啊,不愿配合,0,0,0,0,0,0,0,强硬施压
你认识你自己找,不愿配合,0,0,0,0,0,0,0,强硬施压
你确定你核实清楚了？,不愿配合,0,0,0,0,0,0,0,强硬施压
你去问他,不愿配合,0,0,0,0,0,0,0,强硬施压
你去试试吧,不愿配合,0,0,0,0,0,0,0,强硬施压
你去猜吧,不愿配合,0,0,0,0,0,0,0,强硬施压
你弄好了再说,不愿配合,0,0,0,0,0,0,0,强硬施压
你们真烦,不愿配合,0,0,0,0,0,0,0,强硬施压
你们要向我道歉,不愿配合,0,0,0,0,0,0,0,强硬施压
你们不认识啊,不愿配合,0,0,0,0,0,0,0,强硬施压
你们把之前打我通讯录的人找出来,不愿配合,0,0,0,0,0,0,0,强硬施压
你还要我怎样,不愿配合,0,0,0,0,0,0,0,强硬施压
你还是找本人吧,不愿配合,0,0,0,0,0,0,0,强硬施压
你还是挂电话吧,不愿配合,0,0,0,0,0,0,0,强硬施压
你过来就处理,不愿配合,0,0,0,0,0,0,0,强硬施压
你管我谁,不愿配合,0,0,0,0,0,0,0,强硬施压
你管我是谁,不愿配合,0,0,0,0,0,0,0,强硬施压
你管我是不是了,不愿配合,0,0,0,0,0,0,0,强硬施压
你管我是不是,不愿配合,0,0,0,0,0,0,0,强硬施压
你管我认不认识,不愿配合,0,0,0,0,0,0,0,强硬施压
你给我打电话问我干啥,不愿配合,0,0,0,0,0,0,0,强硬施压
你都打过来了还问是不是,不愿配合,0,0,0,0,0,0,0,强硬施压
你到底找谁，搞清楚,不愿配合,0,0,0,0,0,0,0,强硬施压
你打我电话还问我是谁？？,不愿配合,0,0,0,0,0,0,0,强硬施压
你打我电话干嘛,不愿配合,0,0,0,0,0,0,0,强硬施压
你打谁电话你不知道啊,不愿配合,0,0,0,0,0,0,0,强硬施压
你打电话你不知道我是谁吗,不愿配合,0,0,0,0,0,0,0,强硬施压
你不知道我是谁你打我电话？,不愿配合,0,0,0,0,0,0,0,强硬施压
你不知道我认不认识，你打我电话干嘛,不愿配合,0,0,0,0,0,0,0,强硬施压
你不知道你打电话给我干什么？,不愿配合,0,0,0,0,0,0,0,强硬施压
你不要打电话让客服来电,不愿配合,0,0,0,0,0,0,0,强硬施压
你不要打电话过来了,不愿配合,0,0,0,0,0,0,0,强硬施压
能不能不要打我电话骚扰我，他管我什么事,不愿配合,0,0,0,0,0,0,0,强硬施压
能不能别打我电话,不愿配合,0,0,0,0,0,0,0,强硬施压
没事挂了,不愿配合,0,0,0,0,0,0,0,强硬施压
没时间,不愿配合,0,0,0,0,0,0,0,强硬施压
搞什么呢,不愿配合,0,0,0,0,0,0,0,强硬施压
搞不醒活。,不愿配合,0,0,0,0,0,0,0,强硬施压
干嘛告诉你,不愿配合,0,0,0,0,0,0,0,强硬施压
打我电话干嘛的,不愿配合,0,0,0,0,0,0,0,强硬施压
打她电话，打我电话干嘛,不愿配合,0,0,0,0,0,0,0,强硬施压
啊你猜我是不是,不愿配合,0,0,0,0,0,0,0,强硬施压
不知道呢,不愿配合,0,0,0,0,0,0,0,
不知道了,不愿配合,0,0,0,0,0,0,0,
不知道啊,不愿配合,0,0,0,0,0,0,0,
不知道，你哪里,不愿配合,0,0,0,0,0,0,0,
不知道,不愿配合,0,0,0,0,0,0,0,
不正面回答,不愿配合,0,0,0,0,0,0,0,
不在,不愿配合,0,0,0,0,0,0,0,
不想告诉你,不愿配合,0,0,0,0,0,0,0,
不太懂,不愿配合,0,0,0,0,0,0,0,
不说话,不愿配合,0,0,0,0,0,0,0,
不说的,不愿配合,0,0,0,0,0,0,0,
不说,不愿配合,0,0,0,0,0,0,0,
坐牢出来，没钱。,不愿还款,1,1,0,0,0,0,0,强硬施压
坐牢出来，没钱。,不愿还款,1,1,0,0,0,0,0,强硬施压
醉驾刚出来，想办法周转,不愿还款,1,1,0,0,0,0,0,强硬施压
最少5天,不愿还款,1,1,0,0,0,0,0,强硬施压
最近有点忙,不愿还款,1,1,0,0,0,0,0,强硬施压
最近没有钱。,不愿还款,1,1,0,0,0,0,0,强硬施压
最近没钱,不愿还款,1,1,0,0,0,0,0,强硬施压
走开有钱马上还,不愿还款,1,1,0,0,0,0,0,强硬施压
走开别烦我,不愿还款,1,1,0,0,0,0,0,强硬施压
走开,不愿还款,1,1,0,0,0,0,0,强硬施压
总是骚扰我干什么,不愿还款,1,1,0,0,0,0,0,强硬施压
总是打我电话干嘛,不愿还款,1,1,0,0,0,0,0,强硬施压
自己住院没钱,不愿还款,1,1,0,0,0,0,0,强硬施压
资金周转开的,不愿还款,1,1,0,0,0,0,0,强硬施压
资金还没到位。,不愿还款,1,1,0,0,0,0,0,强硬施压
资金到位了，联系你,不愿还款,1,1,0,0,0,0,0,强硬施压
周转不灵,不愿还款,1,1,0,0,0,0,0,强硬施压
知道了·,不愿还款,1,1,0,0,0,0,0,强硬施压
知道了，有钱就还,不愿还款,1,1,0,0,0,0,0,强硬施压
知道了，我借到了就还上！,不愿还款,1,1,0,0,0,0,0,强硬施压
知道了！,不愿还款,1,1,0,0,0,0,0,强硬施压
知道了,不愿还款,1,1,0,0,0,0,0,强硬施压
知道,不愿还款,1,1,0,0,0,0,0,强硬施压
占时没钱,不愿还款,1,1,0,0,0,0,0,强硬施压
诈骗电话,不愿还款,1,1,0,0,0,0,0,强硬施压
诈骗啊,不愿还款,1,1,0,0,0,0,0,强硬施压
怎么总是打电话,不愿还款,1,1,0,0,0,0,0,强硬施压
怎么又打过来,不愿还款,1,1,0,0,0,0,0,强硬施压
怎么老有电话打,不愿还款,1,1,0,0,0,0,0,强硬施压
怎么老是打电话,不愿还款,1,1,0,0,0,0,0,强硬施压
怎么老打电话,不愿还款,1,1,0,0,0,0,0,强硬施压
暂时没这么钱,不愿还款,1,1,0,0,0,0,0,强硬施压
暂时没有工作上班的,不愿还款,1,1,0,0,0,0,0,强硬施压
暂时没有,不愿还款,1,1,0,0,0,0,0,强硬施压
暂时没钱,不愿还款,1,1,0,0,0,0,0,强硬施压
在坐牢,不愿还款,1,1,0,0,0,0,0,强硬施压
在说吧,不愿还款,1,1,0,0,0,0,0,强硬施压
在睡觉,不愿还款,1,1,0,0,0,0,0,强硬施压
在骚扰我们，起诉你们,不愿还款,1,1,0,0,0,0,0,强硬施压
在看看吧,不愿还款,1,1,0,0,0,0,0,强硬施压
在国外,不愿还款,1,1,0,0,0,0,0,强硬施压
在打投诉,不愿还款,1,1,0,0,0,0,0,强硬施压
在打报警了,不愿还款,1,1,0,0,0,0,0,强硬施压
在出差无法还款,不愿还款,1,1,0,0,0,0,0,强硬施压
再说吧,不愿还款,1,1,0,0,0,0,0,强硬施压
再说,不愿还款,1,1,0,0,0,0,0,强硬施压
再联系,不愿还款,1,1,0,0,0,0,0,强硬施压
再打我要投诉了,不愿还款,1,1,0,0,0,0,0,强硬施压
再打我投诉你,不愿还款,1,1,0,0,0,0,0,强硬施压
再打我就报警,不愿还款,1,1,0,0,0,0,0,强硬施压
再打我电话报警,不愿还款,1,1,0,0,0,0,0,强硬施压
再打投诉你,不愿还款,1,1,0,0,0,0,0,强硬施压
再打电话我就投诉你,不愿还款,1,1,0,0,0,0,0,强硬施压
再打报警了,不愿还款,1,1,0,0,0,0,0,强硬施压
再打报警,不愿还款,1,1,0,0,0,0,0,强硬施压
有意思吗,不愿还款,1,1,0,0,0,0,0,强硬施压
有我通知你,不愿还款,1,1,0,0,0,0,0,强硬施压
有事先挂了,不愿还款,1,1,0,0,0,0,0,强硬施压
有时间还,不愿还款,1,1,0,0,0,0,0,强硬施压
有钱也不还,不愿还款,1,1,0,0,0,0,0,强硬施压
有钱我联系你,不愿还款,1,1,0,0,0,0,0,强硬施压
有钱我就还了,不愿还款,1,1,0,0,0,0,0,强硬施压
有钱我会联系你,不愿还款,1,1,0,0,0,0,0,强硬施压
有钱了我会还，现在不知道！,不愿还款,1,1,0,0,0,0,0,强硬施压
有钱了就还,不愿还款,1,1,0,0,0,0,0,强硬施压
有钱肯定还上,不愿还款,1,1,0,0,0,0,0,强硬施压
有钱就会处理,不愿还款,1,1,0,0,0,0,0,强硬施压
有钱就还,不愿还款,1,1,0,0,0,0,0,强硬施压
有钱就处理,不愿还款,1,1,0,0,0,0,0,强硬施压
有钱会处理的,不愿还款,1,1,0,0,0,0,0,强硬施压
有毛病啊,不愿还款,1,1,0,0,0,0,0,强硬施压
有毛病,不愿还款,1,1,0,0,0,0,0,强硬施压
有空再说,不愿还款,1,1,0,0,0,0,0,强硬施压
有病吧你,不愿还款,1,1,0,0,0,0,0,强硬施压
有病吧，我欠钱关你何事,不愿还款,1,1,0,0,0,0,0,强硬施压
有病吧！说了多少次,不愿还款,1,1,0,0,0,0,0,强硬施压
有病吧,不愿还款,1,1,0,0,0,0,0,强硬施压
有病啊,不愿还款,1,1,0,0,0,0,0,强硬施压
有病,不愿还款,1,1,0,0,0,0,0,强硬施压
有必要好告诉你吗,不愿还款,1,1,0,0,0,0,0,强硬施压
银行不让还,不愿还款,1,1,0,0,0,0,0,强硬施压
以后还,不愿还款,1,1,0,0,0,0,0,强硬施压
已经说的很清楚了，不要再打了,不愿还款,1,1,0,0,0,0,0,强硬施压
要怎样,不愿还款,1,1,0,0,0,0,0,强硬施压
要你管,不愿还款,1,1,0,0,0,0,0,强硬施压
现在真没钱,不愿还款,1,1,0,0,0,0,0,强硬施压
现在手头钱不够,不愿还款,1,1,0,0,0,0,0,强硬施压
现在身上钱不够！,不愿还款,1,1,0,0,0,0,0,强硬施压
现在身上没钱处理,不愿还款,1,1,0,0,0,0,0,强硬施压
现在身上的钱不够,不愿还款,1,1,0,0,0,0,0,强硬施压
现在欠了200万,不愿还款,1,1,0,0,0,0,0,强硬施压
现在钱还没到,不愿还款,1,1,0,0,0,0,0,强硬施压
现在没有钱,不愿还款,1,1,0,0,0,0,0,强硬施压
现在没有，等有的,不愿还款,1,1,0,0,0,0,0,强硬施压
现在没钱啊,不愿还款,1,1,0,0,0,0,0,强硬施压
现在没钱,不愿还款,1,1,0,0,0,0,0,强硬施压
下月在说,不愿还款,1,1,0,0,0,0,0,强硬施压
下月说,不愿还款,1,1,0,0,0,0,0,强硬施压
下下月在说,不愿还款,1,1,0,0,0,0,0,强硬施压
下下月说,不愿还款,1,1,0,0,0,0,0,强硬施压
下个月再说,不愿还款,1,1,0,0,0,0,0,强硬施压
下个月联系,不愿还款,1,1,0,0,0,0,0,强硬施压
下个月看看,不愿还款,1,1,0,0,0,0,0,强硬施压
下个月处理,不愿还款,1,1,0,0,0,0,0,强硬施压
下个月,不愿还款,1,1,0,0,0,0,0,强硬施压
我做生意失败了,不愿还款,1,1,0,0,0,0,0,强硬施压
我做不了主,不愿还款,1,1,0,0,0,0,0,强硬施压
我自己处理，不要你管,不愿还款,1,1,0,0,0,0,0,强硬施压
我住院了，家里穷,不愿还款,1,1,0,0,0,0,0,强硬施压
我住院,不愿还款,1,1,0,0,0,0,0,强硬施压
我知道了,不愿还款,1,1,0,0,0,0,0,强硬施压
我知道,不愿还款,1,1,0,0,0,0,0,强硬施压
我这边银行卡丢了,不愿还款,1,1,0,0,0,0,0,强硬施压
我这边听不懂,不愿还款,1,1,0,0,0,0,0,强硬施压
我怎么听不懂,不愿还款,1,1,0,0,0,0,0,强硬施压
我在住院,不愿还款,1,1,0,0,0,0,0,强硬施压
我在忙，你下个月再打来,不愿还款,1,1,0,0,0,0,0,强硬施压
我在忙，你还是别打来了,不愿还款,1,1,0,0,0,0,0,强硬施压
我在国外,不愿还款,1,1,0,0,0,0,0,强硬施压
我要去外地，不确定,不愿还款,1,1,0,0,0,0,0,强硬施压
我想还就还,不愿还款,1,1,0,0,0,0,0,强硬施压
我现在在外地，等回去的,不愿还款,1,1,0,0,0,0,0,强硬施压
我现在在外地，等回去,不愿还款,1,1,0,0,0,0,0,强硬施压
我现在在外地,不愿还款,1,1,0,0,0,0,0,强硬施压
我现在在山里，等我回城里再说,不愿还款,1,1,0,0,0,0,0,强硬施压
我现在没钱啊,不愿还款,1,1,0,0,0,0,0,强硬施压
我现在没钱,不愿还款,1,1,0,0,0,0,0,强硬施压
我下个月就可以了,不愿还款,1,1,0,0,0,0,0,强硬施压
我听不懂你在说什么,不愿还款,1,1,0,0,0,0,0,强硬施压
我听不懂你说什么,不愿还款,1,1,0,0,0,0,0,强硬施压
我听不懂,不愿还款,1,1,0,0,0,0,0,强硬施压
我讨厌,不愿还款,1,1,0,0,0,0,0,强硬施压
我是又如何不是又如何老子不怕你们,不愿还款,1,1,0,0,0,0,0,强硬施压
我请不到假,不愿还款,1,1,0,0,0,0,0,强硬施压
我欠了好几家，到时候再说,不愿还款,1,1,0,0,0,0,0,强硬施压
我没有说我不还,不愿还款,1,1,0,0,0,0,0,强硬施压
我没有钱,不愿还款,1,1,0,0,0,0,0,强硬施压
我没钱，,不愿还款,1,1,0,0,0,0,0,强硬施压
我可以报警吗,不愿还款,1,1,0,0,0,0,0,强硬施压
我看哪天有空就处理,不愿还款,1,1,0,0,0,0,0,强硬施压
我发洪水了,不愿还款,1,1,0,0,0,0,0,强硬施压
我懂,不愿还款,1,1,0,0,0,0,0,强硬施压
我不懂,不愿还款,1,1,0,0,0,0,0,强硬施压
投诉你们,不愿还款,1,1,0,0,0,0,0,强硬施压
听不懂你说什么,不愿还款,1,1,0,0,0,0,0,强硬施压
听不懂你说话,不愿还款,1,1,0,0,0,0,0,强硬施压
听不懂，你说啥子？,不愿还款,1,1,0,0,0,0,0,强硬施压
听不懂,不愿还款,1,1,0,0,0,0,0,强硬施压
天天打电话给我,不愿还款,1,1,0,0,0,0,0,强硬施压
天天打电话干嘛！,不愿还款,1,1,0,0,0,0,0,强硬施压
天天打电话烦不烦,不愿还款,1,1,0,0,0,0,0,强硬施压
天天打电话。有病啊。,不愿还款,1,1,0,0,0,0,0,强硬施压
套股票里了,不愿还款,1,1,0,0,0,0,0,强硬施压
死远点,不愿还款,1,1,0,0,0,0,0,强硬施压
死开5天就好,不愿还款,1,1,0,0,0,0,0,强硬施压
说自己欠钱太多,不愿还款,1,1,0,0,0,0,0,强硬施压
说什么，听不懂,不愿还款,1,1,0,0,0,0,0,强硬施压
说了多少遍了，怎么还打啊,不愿还款,1,1,0,0,0,0,0,强硬施压
说了多少遍了，怎么还打,不愿还款,1,1,0,0,0,0,0,强硬施压
说了处理，现在不要烦我,不愿还款,1,1,0,0,0,0,0,强硬施压
说过多少次了,不愿还款,1,1,0,0,0,0,0,强硬施压
说的听不懂,不愿还款,1,1,0,0,0,0,0,强硬施压
受不了了,不愿还款,1,1,0,0,0,0,0,强硬施压
手气不好，输钱，没钱还,不愿还款,1,1,0,0,0,0,0,强硬施压
收到,不愿还款,1,1,0,0,0,0,0,强硬施压
事情太多了,不愿还款,1,1,0,0,0,0,0,强硬施压
时间太急，不还,不愿还款,1,1,0,0,0,0,0,强硬施压
时间说不好，总之会还,不愿还款,1,1,0,0,0,0,0,强硬施压
生意不行,不愿还款,1,1,0,0,0,0,0,强硬施压
生日了,不愿还款,1,1,0,0,0,0,0,强硬施压
生日快乐生气了,不愿还款,1,1,0,0,0,0,0,强硬施压
神经病，怎么老打电话,不愿还款,1,1,0,0,0,0,0,强硬施压
神经病,不愿还款,1,1,0,0,0,0,0,强硬施压
上次说过了,不愿还款,1,1,0,0,0,0,0,强硬施压
山体滑坡,不愿还款,1,1,0,0,0,0,0,强硬施压
傻逼,不愿还款,1,1,0,0,0,0,0,强硬施压
傻B,不愿还款,1,1,0,0,0,0,0,强硬施压
三个月,不愿还款,1,1,0,0,0,0,0,强硬施压
去死,不愿还款,1,1,0,0,0,0,0,强硬施压
去世了,不愿还款,1,1,0,0,0,0,0,强硬施压
去你妈的,不愿还款,1,1,0,0,0,0,0,强硬施压
去你妈,不愿还款,1,1,0,0,0,0,0,强硬施压
去你的走开,不愿还款,1,1,0,0,0,0,0,强硬施压
请你不要再打我电话了,不愿还款,1,1,0,0,0,0,0,强硬施压
清楚,不愿还款,1,1,0,0,0,0,0,强硬施压
起诉我吧,不愿还款,1,1,0,0,0,0,0,强硬施压
跑路了,不愿还款,1,1,0,0,0,0,0,强硬施压
爬,不愿还款,1,1,0,0,0,0,0,强硬施压
哦我知道了,不愿还款,1,1,0,0,0,0,0,强硬施压
哦哦,不愿还款,1,1,0,0,0,0,0,强硬施压
哦，知道了！,不愿还款,1,1,0,0,0,0,0,强硬施压
年前结清,不愿还款,1,1,0,0,0,0,0,强硬施压
年底再说,不愿还款,1,1,0,0,0,0,0,强硬施压
你走开,不愿还款,1,1,0,0,0,0,0,强硬施压
你这个人有病吧,不愿还款,1,1,0,0,0,0,0,强硬施压
你在骚扰知道吗,不愿还款,1,1,0,0,0,0,0,强硬施压
你再打我电话我就投诉你,不愿还款,1,1,0,0,0,0,0,强硬施压
你咋样？,不愿还款,1,1,0,0,0,0,0,强硬施压
你有问题吗,不愿还款,1,1,0,0,0,0,0,强硬施压
你有问题吧,不愿还款,1,1,0,0,0,0,0,强硬施压
你有毛病吗,不愿还款,1,1,0,0,0,0,0,强硬施压
你有毛病吧,不愿还款,1,1,0,0,0,0,0,强硬施压
你有毛病啊,不愿还款,1,1,0,0,0,0,0,强硬施压
你有病呀,不愿还款,1,1,0,0,0,0,0,强硬施压
你有病吧！,不愿还款,1,1,0,0,0,0,0,强硬施压
你有病吧,不愿还款,1,1,0,0,0,0,0,强硬施压
你有病啊天天打,不愿还款,1,1,0,0,0,0,0,强硬施压
你有病啊,不愿还款,1,1,0,0,0,0,0,强硬施压
你有病？,不愿还款,1,1,0,0,0,0,0,强硬施压
你已经打了很多遍了,不愿还款,1,1,0,0,0,0,0,强硬施压
你天天累不累,不愿还款,1,1,0,0,0,0,0,强硬施压
你天天打，不是说了..还了吗？,不愿还款,1,1,0,0,0,0,0,强硬施压
你他妈有病吧,不愿还款,1,1,0,0,0,0,0,强硬施压
你死一边去,不愿还款,1,1,0,0,0,0,0,强硬施压
你说我都明白，不过我没钱啊,不愿还款,1,1,0,0,0,0,0,强硬施压
你说是就是,不愿还款,1,1,0,0,0,0,0,强硬施压
你说什么我听不懂啊！,不愿还款,1,1,0,0,0,0,0,强硬施压
你说什么我听不懂,不愿还款,1,1,0,0,0,0,0,强硬施压
你说什么听不懂,不愿还款,1,1,0,0,0,0,0,强硬施压
你说什么就什么,不愿还款,1,1,0,0,0,0,0,强硬施压
你说了算,不愿还款,1,1,0,0,0,0,0,强硬施压
你说拨打的用户，正在裸奔,不愿还款,1,1,0,0,0,0,0,强硬施压
你说拨打的用户，已经裸奔出服务区,不愿还款,1,1,0,0,0,0,0,强硬施压
你说拨打的用户，他没啦,不愿还款,1,1,0,0,0,0,0,强硬施压
你是神经病吗,不愿还款,1,1,0,0,0,0,0,强硬施压
你是骗子吧,不愿还款,1,1,0,0,0,0,0,强硬施压
你是骗子,不愿还款,1,1,0,0,0,0,0,强硬施压
你是脑子不好吗,不愿还款,1,1,0,0,0,0,0,强硬施压
你是电话诈骗的么,不愿还款,1,1,0,0,0,0,0,强硬施压
你是传销的么,不愿还款,1,1,0,0,0,0,0,强硬施压
你是不是有病呀,不愿还款,1,1,0,0,0,0,0,强硬施压
你是不是有病啊,不愿还款,1,1,0,0,0,0,0,强硬施压
你是不是有病,不愿还款,1,1,0,0,0,0,0,强硬施压
你是不是友病啊,不愿还款,1,1,0,0,0,0,0,强硬施压
你是不是骗子,不愿还款,1,1,0,0,0,0,0,强硬施压
你是不是没事干,不愿还款,1,1,0,0,0,0,0,强硬施压
你神经病吧，乱打电话,不愿还款,1,1,0,0,0,0,0,强硬施压
你神经病啊,不愿还款,1,1,0,0,0,0,0,强硬施压
你什么时候处理,不愿还款,1,1,0,0,0,0,0,强硬施压
你去告,不愿还款,1,1,0,0,0,0,0,强硬施压
你去查,不愿还款,1,1,0,0,0,0,0,强硬施压
你脑子有病吧,不愿还款,1,1,0,0,0,0,0,强硬施压
你脑子坏了么,不愿还款,1,1,0,0,0,0,0,强硬施压
你那喜欢打，我就不告诉,不愿还款,1,1,0,0,0,0,0,强硬施压
你哪位啊，有毛病,不愿还款,1,1,0,0,0,0,0,强硬施压
你们抓我吧,不愿还款,1,1,0,0,0,0,0,强硬施压
你们再打电话我要报警了,不愿还款,1,1,0,0,0,0,0,强硬施压
你们有意思吗,不愿还款,1,1,0,0,0,0,0,强硬施压
你们有毛病啊,不愿还款,1,1,0,0,0,0,0,强硬施压
你们有病,不愿还款,1,1,0,0,0,0,0,强硬施压
你们要做什么,不愿还款,1,1,0,0,0,0,0,强硬施压
你们要上门来,不愿还款,1,1,0,0,0,0,0,强硬施压
你们是不是诈骗电话啊,不愿还款,1,1,0,0,0,0,0,强硬施压
你们起诉吧,不愿还款,1,1,0,0,0,0,0,强硬施压
你们管的真多啊,不愿还款,1,1,0,0,0,0,0,强硬施压
你们不要管,不愿还款,1,1,0,0,0,0,0,强硬施压
你们不会查么,不愿还款,1,1,0,0,0,0,0,强硬施压
你们爱咋办咋办,不愿还款,1,1,0,0,0,0,0,强硬施压
你来我这拿,不愿还款,1,1,0,0,0,0,0,强硬施压
你减了我也没钱,不愿还款,1,1,0,0,0,0,0,强硬施压
你烦不烦呀,不愿还款,1,1,0,0,0,0,0,强硬施压
你烦不烦啊，天天打过来,不愿还款,1,1,0,0,0,0,0,强硬施压
你不要骚扰我，我没空,不愿还款,1,1,0,0,0,0,0,强硬施压
你不会核实啊,不愿还款,1,1,0,0,0,0,0,强硬施压
拿钱来,不愿还款,1,1,0,0,0,0,0,强硬施压
母亲住院没钱,不愿还款,1,1,0,0,0,0,0,强硬施压
明天再说,不愿还款,1,1,0,0,0,0,0,强硬施压
明天我联系你,不愿还款,1,1,0,0,0,0,0,强硬施压
明天我看看,不愿还款,1,1,0,0,0,0,0,强硬施压
明天说,不愿还款,1,1,0,0,0,0,0,强硬施压
明年说,不愿还款,1,1,0,0,0,0,0,强硬施压
秒挂,不愿还款,1,1,0,0,0,0,0,强硬施压
秒断,不愿还款,1,1,0,0,0,0,0,强硬施压
懵,不愿还款,1,1,0,0,0,0,0,强硬施压
没有时间,不愿还款,1,1,0,0,0,0,0,强硬施压
没有钱,不愿还款,1,1,0,0,0,0,0,强硬施压
没有能力,不愿还款,1,1,0,0,0,0,0,强硬施压
没有那么多,不愿还款,1,1,0,0,0,0,0,强硬施压
没有还款能力,不愿还款,1,1,0,0,0,0,0,强硬施压
没有还款方式,不愿还款,1,1,0,0,0,0,0,强硬施压
没有工作怎么还,不愿还款,1,1,0,0,0,0,0,强硬施压
没有工作,不愿还款,1,1,0,0,0,0,0,强硬施压
没钱了,不愿还款,1,1,0,0,0,0,0,强硬施压
没钱,不愿还款,1,1,0,0,0,0,0,强硬施压
没那么多钱,不愿还款,1,1,0,0,0,0,0,强硬施压
没没没,不愿还款,1,1,0,0,0,0,0,强硬施压
没空回你,不愿还款,1,1,0,0,0,0,0,强硬施压
没空,不愿还款,1,1,0,0,0,0,0,强硬施压
没工作没钱,不愿还款,1,1,0,0,0,0,0,强硬施压
没工作，以后再说,不愿还款,1,1,0,0,0,0,0,强硬施压
没工作,不愿还款,1,1,0,0,0,0,0,强硬施压
没得时间理你。,不愿还款,1,1,0,0,0,0,0,强硬施压
没得哦？,不愿还款,1,1,0,0,0,0,0,强硬施压
没诚意,不愿还款,1,1,0,0,0,0,0,强硬施压
没办法处理,不愿还款,1,1,0,0,0,0,0,强硬施压
没,不愿还款,1,1,0,0,0,0,0,强硬施压
毛病啊,不愿还款,1,1,0,0,0,0,0,强硬施压
忙了先挂了,不愿还款,1,1,0,0,0,0,0,强硬施压
